date,spy_equity
2023-06-28,248075.55422482884
2023-06-29,249053.30907610903
2023-06-30,251992.33918108698
2023-07-03,252282.23324761642
2023-07-05,251907.04135444833
2023-07-06,249934.46849431642
2023-07-07,249303.4370048878
2023-07-10,249934.46849431642
2023-07-11,251526.17371623535
2023-07-12,253549.90012664453
2023-07-13,255562.32893061955
2023-07-14,255403.15661230584
2023-07-17,256289.95585312104
2023-07-18,258194.34792784115
2023-07-19,258768.49623829222
2023-07-20,257051.69112954687
2023-07-21,257051.69112954687
2023-07-24,258200.04163410445
2023-07-25,258904.91169277122
2023-07-26,258944.7137529589
2023-07-27,257227.94456665058
2023-07-28,259746.2510895724
2023-07-31,260240.8312020851
2023-08-01,259496.17704444917
2023-08-02,255886.31338985488
2023-08-03,255153.0107223086
2023-08-04,253999.0024339247
2023-08-07,256216.08136144598
2023-08-08,255101.8392108128
2023-08-09,253396.4215145941
2023-08-10,253487.3771250591
2023-08-11,253339.55629683498
2023-08-14,254738.0167689528
2023-08-15,251770.60793875082
2023-08-16,249923.09904300832
2023-08-17,248018.67104585122
2023-08-18,248138.09518763277
2023-08-21,249752.53931216797
2023-08-22,249076.04797872528
2023-08-23,251850.1940979077
2023-08-24,248359.79050753196
2023-08-25,250110.6500865461
2023-08-28,251696.73344707576
2023-08-29,255334.9399044571
2023-08-30,256386.58720863087
2023-08-31,256011.39531546275
2023-09-01,256488.912270404
2023-09-05,255380.3997484711
2023-09-06,253663.63056216275
2023-09-07,252884.79620572852
2023-09-08,253265.68180515993
2023-09-11,254931.33336362793
2023-09-12,253532.8369690731
2023-09-13,253828.51454795833
2023-09-14,256017.0710605076
2023-09-15,252932.50120205455
2023-09-18,253080.82494439653
2023-09-19,252556.01610115473
2023-09-20,250234.16938614481
2023-09-21,246098.22164179548
2023-09-22,245544.85446114457
2023-09-25,246577.40899005684
2023-09-26,242954.82879276725
2023-09-27,243051.8373338655
2023-09-28,244460.93084733307
2023-09-29,243867.63587796502
2023-10-02,243770.64529808526
2023-10-03,240507.50500534254
2023-10-04,242258.88545969312
2023-10-05,242167.62450851372
2023-10-06,245042.83840417446
2023-10-09,246611.64307251072
2023-10-10,247895.241552345
2023-10-11,248910.64311759337
2023-10-12,247393.1895729379
2023-10-13,246160.94221678434
2023-10-16,248750.91400150623
2023-10-17,248739.47270532412
2023-10-18,245424.99925011914
2023-10-19,243268.61127989666
2023-10-20,240279.34364678472
2023-10-23,239862.84095107525
2023-10-24,241671.30215780693
2023-10-25,238202.7753315596
2023-10-26,235350.40810582606
2023-10-27,234283.60153324145
2023-10-30,237084.6715189497
2023-10-31,238573.60264863315
2023-11-01,241117.93497715602
2023-11-02,245738.79969846705
2023-11-03,247980.75491360563
2023-11-06,248551.23913548343
2023-11-07,249258.65968717664
2023-11-08,249441.18158953552
2023-11-09,247495.89182029944
2023-11-10,251357.98486623654
2023-11-13,251118.3822114966
2023-11-14,255990.27292251115
2023-11-15,256532.25269063542
2023-11-16,256845.98129410937
2023-11-17,257165.47544872062
2023-11-20,259145.05318406606
2023-11-21,258580.22674601452
2023-11-22,259578.56515369145
2023-11-24,259738.29426977856
2023-11-27,259270.51229526234
2023-11-28,259527.23199122917
2023-11-29,259344.69212765183
2023-11-30,260365.82332160044
2023-12-01,261906.10557496466
2023-12-04,260531.2641051694
2023-12-05,260479.9489039256
2023-12-06,259430.27733378642
2023-12-07,261409.81914669482
2023-12-08,262533.6705492235
2023-12-11,263554.80174317217
2023-12-12,264758.54464557214
2023-12-13,268409.5574517413
2023-12-14,269270.9954520399
2023-12-15,268827.6407346785
2023-12-18,270339.7957198776
2023-12-19,271983.7142039651
2023-12-20,268214.76803714957
2023-12-21,270757.95084768865
2023-12-22,271302.103923251
2023-12-26,272447.6704389416
2023-12-27,272940.23889498273
2023-12-28,273043.3722115882
2023-12-29,272252.8989855683
2024-01-02,270729.2847429687
2024-01-03,268518.3305909546
2024-01-04,267653.44403670484
2024-01-05,268020.01454499474
2024-01-08,271846.2390375948
2024-01-09,271433.84946092096
2024-01-10,272968.92296092125
2024-01-11,272848.6187194334
2024-01-12,273037.6425828879
2024-01-16,272035.26290104934
2024-01-17,270523.10791585024
2024-01-18,272928.7975988006
2024-01-19,276331.1912185447
2024-01-22,276915.45169500913
2024-01-23,277723.0419622559
2024-01-24,278026.640438498
2024-01-25,279538.8133849156
2024-01-26,279183.6841728077
2024-01-29,281394.6742472588
2024-01-30,281177.0022403028
2024-01-31,276588.9706264029
2024-02-01,280209.000330666
2024-02-02,283158.86105039716
2024-02-05,282127.8152638386
2024-02-06,282946.9186721415
2024-02-07,285306.8072479264
2024-02-08,285432.8231568961
2024-02-09,287082.4712696839
2024-02-12,286956.45536071423
2024-02-13,283004.21495914453
2024-02-14,285576.0279519667
2024-02-15,287546.445465879
2024-02-16,286114.46936004714
2024-02-20,284539.2884591448
2024-02-21,284797.03194456594
2024-02-22,290691.04171654646
2024-02-23,290891.5248374016
2024-02-26,289826.10127864114
2024-02-27,290364.5606479402
2024-02-28,289980.7653311124
2024-02-29,291023.2524138531
2024-03-01,293755.4590878467
2024-03-04,293440.437276641
2024-03-05,290507.7474817923
2024-03-06,291979.8309885262
2024-03-07,294878.1430111731
2024-03-08,293108.2265793344
2024-03-11,292856.2127226136
2024-03-12,296006.55656319985
2024-03-13,295542.5644057863
2024-03-14,294958.33985175885
2024-03-15,292932.97897046653
2024-03-18,294673.9059956523
2024-03-19,296311.48416961066
2024-03-20,299052.150577516
2024-03-21,300040.41274161654
2024-03-22,299471.5809518404
2024-03-25,298644.21538302925
2024-03-26,298092.6263630095
2024-03-27,300597.76731277356
2024-03-28,300540.2734523671
2024-04-01,300017.40442072286
2024-04-02,298109.8870939844
2024-04-03,298437.320107171
2024-04-04,294794.6053839471
2024-04-05,297874.2718297506
2024-04-08,298040.9160149588
2024-04-09,298385.6636427758
2024-04-10,295397.86882958055
2024-04-11,297627.21526933473
2024-04-12,293519.03556878056
2024-04-15,289841.7814223884
2024-04-16,289313.18276204384
2024-04-17,287600.9577640151
2024-04-18,287009.17153700074
2024-04-19,284504.0485484552
2024-04-22,287124.06945172127
2024-04-23,290531.29463924083
2024-04-24,290393.37044240814
2024-04-25,289290.21036358713
2024-04-26,292030.9126939295
2024-04-29,293065.1196549434
2024-04-30,288422.61166534445
2024-05-01,287486.0598492946
2024-05-02,290175.0338703678
2024-05-03,293771.8576803338
2024-05-06,296805.6152516609
2024-05-07,297133.06622606603
2024-05-08,297161.80417565996
2024-05-09,298874.01121247024
2024-05-10,299259.0278921558
2024-05-13,299299.1891767134
2024-05-14,300672.450059281
2024-05-15,304395.70288624207
2024-05-16,303769.359274841
2024-05-17,304206.0324189217
2024-05-20,304556.4917142205
2024-05-21,305303.49879147945
2024-05-22,304424.3330685251
2024-05-23,302200.8060635637
2024-05-24,304200.2848290029
2024-05-28,304412.9097335615
2024-05-29,302281.2004775529
2024-05-30,300276.0280058503
2024-05-31,303010.8929401814
2024-06-03,303258.0033842528
2024-06-04,303597.03934458795
2024-06-05,307205.26852829906
2024-06-06,307199.5568608173
2024-06-07,306826.10720584326
2024-06-10,307774.06439563824
2024-06-11,308515.32388297835
2024-06-12,311049.1848211179
2024-06-13,311675.4206652081
2024-06-14,311865.05521009146
2024-06-17,314347.1878389619
2024-06-18,315145.887303053
2024-06-20,314289.7119397739
2024-06-21,313868.41359872586
2024-06-24,312848.0726983911
2024-06-25,314052.87531268236
2024-06-26,314444.7891002705
2024-06-27,314940.5546532039
2024-06-28,313701.2305769628
2024-07-01,314346.8286145919
2024-07-02,316462.229084206
2024-07-03,317874.5556170029
2024-07-05,319707.5338869819
2024-07-08,320076.4932373318
2024-07-09,320387.6893089978
2024-07-10,323558.0599082074
2024-07-11,320768.1797616223
2024-07-12,322791.40325791354
2024-07-15,323679.0825984351
2024-07-16,325598.5980191291
2024-07-17,321033.3591915009
2024-07-18,318566.2062188564
2024-07-19,316450.6979819314
2024-07-22,319713.38924421166
2024-07-23,319211.84017892246
2024-07-24,311977.70797249995
2024-07-25,310352.14585371554
2024-07-26,313828.03677954635
2024-07-29,314012.4625710658
2024-07-30,312421.5296815422
2024-07-31,317499.84867673414
2024-08-01,313003.72461787955
2024-08-02,307176.1354318982
2024-08-05,298230.02968450583
2024-08-06,300979.5330119113
2024-08-07,298967.8226566761
2024-08-08,305879.15584428416
2024-08-09,307228.0074309153
2024-08-12,307389.4069403226
2024-08-13,312444.5918860914
2024-08-14,313430.30355716543
2024-08-15,318802.61177670397
2024-08-16,319517.3245831067
2024-08-19,322572.34823713335
2024-08-20,322047.8447346059
2024-08-21,323154.61501834466
